datetime,open,high,low,close,volume
2020-01-01 05:30:00+05:30,83.97,84.5,83.83,83.97,3191238.0
2020-01-02 05:30:00+05:30,84.13,84.8,84.0,84.67,3838770.0
2020-01-03 05:30:00+05:30,84.33,85.0,84.1,84.57,13278158.0
2020-01-06 05:30:00+05:30,84.33,84.33,83.0,83.27,18947249.0
2020-01-07 05:30:00+05:30,83.53,84.97,82.73,83.03,12677540.0
2020-01-08 05:30:00+05:30,82.03,82.6,81.0,81.23,13328639.0
2020-01-09 05:30:00+05:30,83.27,83.67,81.9,83.0,13828253.0
2020-01-10 05:30:00+05:30,83.33,83.83,82.7,83.63,12566015.0
2020-01-13 05:30:00+05:30,83.93,85.07,83.53,84.63,8621076.0
2020-01-14 05:30:00+05:30,85.07,85.47,84.43,84.6,6732203.0
2020-01-15 05:30:00+05:30,84.63,84.67,83.33,83.8,7152738.0
2020-01-16 05:30:00+05:30,84.03,84.33,82.67,82.77,10577693.0
2020-01-17 05:30:00+05:30,82.77,82.83,81.53,81.77,11573763.0
2020-01-20 05:30:00+05:30,78.63,79.8,75.8,78.33,67893711.0
2020-01-21 05:30:00+05:30,78.67,78.97,76.17,76.53,69767703.0
2020-01-22 05:30:00+05:30,77.77,77.93,74.63,75.77,107592836.0
2020-01-23 05:30:00+05:30,76.73,80.6,76.7,78.9,314893703.0
2020-01-24 05:30:00+05:30,81.0,81.1,79.4,79.77,39238493.0
2020-01-27 05:30:00+05:30,79.5,80.13,78.0,78.3,20398283.0
2020-01-28 05:30:00+05:30,78.77,79.73,77.57,78.6,31914822.0
2020-01-29 05:30:00+05:30,79.2,79.97,78.53,78.87,32001971.0
2020-01-30 05:30:00+05:30,79.93,79.97,77.47,78.1,42007013.0
2020-01-31 05:30:00+05:30,79.03,79.03,75.07,75.63,55113962.0
2020-02-01 05:30:00+05:30,75.57,76.47,72.1,72.6,28933631.0
2020-02-03 05:30:00+05:30,73.37,74.93,71.7,72.03,37608320.0
2020-02-04 05:30:00+05:30,73.33,76.13,73.0,75.87,31528422.0
2020-02-05 05:30:00+05:30,76.57,77.23,75.93,76.47,23615975.0
2020-02-06 05:30:00+05:30,77.0,78.33,76.93,78.03,19620446.0
2020-02-07 05:30:00+05:30,77.8,78.5,76.67,78.33,16255412.0
2020-02-10 05:30:00+05:30,78.27,78.9,76.83,77.2,20656925.0
2020-02-11 05:30:00+05:30,77.33,78.27,77.13,77.37,15500903.0
2020-02-12 05:30:00+05:30,77.37,77.97,76.43,76.73,17915651.0
2020-02-13 05:30:00+05:30,76.63,77.17,76.17,76.5,13542210.0
2020-02-14 05:30:00+05:30,76.47,77.13,75.8,76.73,17713124.0
2020-02-17 05:30:00+05:30,76.67,76.87,74.17,74.53,14507612.0
2020-02-18 05:30:00+05:30,74.6,76.73,73.63,75.1,21775992.0
2020-02-19 05:30:00+05:30,75.87,76.33,75.1,76.13,12031689.0
2020-02-20 05:30:00+05:30,75.7,76.3,74.67,74.87,16438316.0
2020-02-24 05:30:00+05:30,75.2,75.4,73.43,73.7,11890494.0
2020-02-25 05:30:00+05:30,74.6,75.3,73.4,73.63,16818485.0
2020-02-26 05:30:00+05:30,73.47,74.2,72.0,72.23,17215349.0
2020-02-27 05:30:00+05:30,72.23,72.23,70.0,70.43,26486948.0
2020-02-28 05:30:00+05:30,69.2,71.6,67.27,70.5,36326828.0
2020-03-02 05:30:00+05:30,72.3,75.27,68.73,69.3,21871314.0
2020-03-03 05:30:00+05:30,70.33,71.87,69.53,71.1,19908893.0
2020-03-04 05:30:00+05:30,71.2,72.5,70.5,71.07,20416751.0
2020-03-05 05:30:00+05:30,71.7,72.27,69.63,69.87,15247763.0
2020-03-06 05:30:00+05:30,67.87,67.87,66.2,67.2,37025709.0
2020-03-09 05:30:00+05:30,68.2,70.17,65.33,66.27,49516784.0
2020-03-11 05:30:00+05:30,66.7,66.73,63.37,64.6,30382974.0
2020-03-12 05:30:00+05:30,62.0,62.43,58.17,58.6,42262167.0
2020-03-13 05:30:00+05:30,53.53,62.17,50.67,61.5,62384109.0
2020-03-16 05:30:00+05:30,60.27,61.73,58.43,59.8,44735400.0
2020-03-17 05:30:00+05:30,60.0,62.33,59.3,59.6,25864038.0
2020-03-18 05:30:00+05:30,60.17,60.9,57.63,58.4,27217130.0
2020-03-19 05:30:00+05:30,56.3,60.53,54.93,58.63,31804419.0
2020-03-20 05:30:00+05:30,59.33,61.97,58.73,60.4,30048192.0
2020-03-23 05:30:00+05:30,54.67,58.17,53.33,53.83,21036830.0
2020-03-24 05:30:00+05:30,55.27,56.0,51.77,53.13,23517189.0
2020-03-25 05:30:00+05:30,51.87,53.97,51.33,51.9,27132914.0
2020-03-26 05:30:00+05:30,52.0,52.33,49.77,52.0,27474758.0
2020-03-27 05:30:00+05:30,52.33,53.43,50.7,51.27,20164254.0
2020-03-30 05:30:00+05:30,50.0,52.2,49.63,51.2,17237094.0
2020-03-31 05:30:00+05:30,52.0,55.0,51.37,54.43,36417056.0
2020-04-01 05:30:00+05:30,54.43,54.8,52.0,52.63,15719303.0
2020-04-03 05:30:00+05:30,54.0,54.73,51.07,53.0,25509441.0
2020-04-07 05:30:00+05:30,54.67,55.8,53.33,55.33,24117636.0
2020-04-08 05:30:00+05:30,55.23,57.33,54.07,54.5,30650432.0
2020-04-09 05:30:00+05:30,55.13,56.13,54.57,55.6,20378487.0
2020-04-13 05:30:00+05:30,56.33,56.33,54.53,55.43,14519777.0
2020-04-15 05:30:00+05:30,56.0,57.53,55.2,55.47,20492952.0
2020-04-16 05:30:00+05:30,55.5,57.2,55.03,56.47,17989607.0
2020-04-17 05:30:00+05:30,57.37,57.87,56.67,57.33,13740161.0
2020-04-20 05:30:00+05:30,58.5,59.67,57.17,58.37,26532014.0
2020-04-21 05:30:00+05:30,57.87,57.87,55.0,55.33,20457210.0
2020-04-22 05:30:00+05:30,55.3,55.83,52.77,55.33,22974600.0
2020-04-23 05:30:00+05:30,55.6,56.67,55.2,55.4,13770837.0
2020-04-24 05:30:00+05:30,54.83,56.27,54.07,54.33,15625793.0
2020-04-27 05:30:00+05:30,54.93,55.37,54.2,54.33,9480836.0
2020-04-28 05:30:00+05:30,54.73,55.0,52.87,53.1,27726240.0
2020-04-29 05:30:00+05:30,53.33,54.1,53.2,53.67,18325013.0
2020-04-30 05:30:00+05:30,54.37,56.33,54.2,56.13,31790790.0
2020-05-04 05:30:00+05:30,55.1,55.13,53.0,53.17,18416238.0
2020-05-05 05:30:00+05:30,54.0,54.67,52.27,52.47,20328227.0
2020-05-06 05:30:00+05:30,51.2,51.53,48.53,51.03,39447590.0
2020-05-07 05:30:00+05:30,51.23,51.33,50.4,50.5,20138877.0
2020-05-08 05:30:00+05:30,50.73,51.33,49.37,49.57,21801980.0
2020-05-11 05:30:00+05:30,50.37,50.87,49.87,50.23,19354950.0
2020-05-12 05:30:00+05:30,50.57,51.13,49.73,49.93,24454287.0
2020-05-13 05:30:00+05:30,51.93,51.93,50.5,50.67,27361053.0
2020-05-14 05:30:00+05:30,50.67,50.97,50.0,50.1,13589103.0
2020-05-15 05:30:00+05:30,50.5,50.93,50.13,50.33,23727129.0
2020-05-18 05:30:00+05:30,50.37,50.53,47.43,47.7,26547737.0
2020-05-19 05:30:00+05:30,48.57,48.93,47.87,48.03,18603873.0
2020-05-20 05:30:00+05:30,48.23,49.67,47.93,49.4,19388337.0
2020-05-21 05:30:00+05:30,49.4,49.97,48.67,49.63,15361149.0
2020-05-22 05:30:00+05:30,49.17,50.6,48.53,50.33,21714806.0
2020-05-26 05:30:00+05:30,51.07,51.9,50.77,51.43,23229219.0
2020-05-27 05:30:00+05:30,51.47,51.97,50.67,51.7,21473004.0
2020-05-28 05:30:00+05:30,51.6,52.53,51.47,51.8,14967008.0
2020-05-29 05:30:00+05:30,51.8,56.47,51.47,55.47,51859476.0
2020-06-01 05:30:00+05:30,56.87,58.17,56.33,57.43,44694098.0
2020-06-02 05:30:00+05:30,57.73,57.9,56.5,57.2,26984144.0
2020-06-03 05:30:00+05:30,57.53,59.27,57.4,58.0,29209413.0
2020-06-04 05:30:00+05:30,57.37,57.77,56.07,57.27,43910387.0
2020-06-05 05:30:00+05:30,57.73,60.03,57.47,59.6,36193016.0
2020-06-08 05:30:00+05:30,61.93,64.27,61.4,62.07,59083653.0
2020-06-09 05:30:00+05:30,62.23,62.4,60.07,60.43,25171883.0
2020-06-10 05:30:00+05:30,60.4,61.3,59.4,59.97,20502198.0
2020-06-11 05:30:00+05:30,60.07,62.23,58.6,58.9,44550222.0
2020-06-12 05:30:00+05:30,56.67,59.03,56.67,58.87,32426364.0
2020-06-15 05:30:00+05:30,58.77,58.8,57.27,57.47,52652222.0
2020-06-16 05:30:00+05:30,58.23,58.83,55.9,56.57,27931008.0
2020-06-17 05:30:00+05:30,56.33,57.23,55.9,56.23,18840276.0
2020-06-18 05:30:00+05:30,56.2,57.0,55.83,56.57,22264542.0
2020-06-19 05:30:00+05:30,57.33,57.4,56.47,56.87,32306930.0
2020-06-22 05:30:00+05:30,57.23,58.87,57.0,58.7,33908048.0
2020-06-23 05:30:00+05:30,59.2,60.33,58.77,59.57,47695655.0
2020-06-24 05:30:00+05:30,60.33,60.33,57.37,58.07,44472039.0
2020-06-25 05:30:00+05:30,56.8,58.73,56.47,56.7,38601224.0
2020-06-26 05:30:00+05:30,57.27,59.97,57.17,59.43,69744483.0
2020-06-29 05:30:00+05:30,59.67,60.47,57.67,58.07,32177153.0
2020-06-30 05:30:00+05:30,58.87,58.97,56.5,56.9,24517061.0
2020-07-01 05:30:00+05:30,57.1,57.43,56.2,57.1,21497019.0
2020-07-02 05:30:00+05:30,57.67,59.27,57.3,58.9,34968984.0
2020-07-03 05:30:00+05:30,58.93,59.4,58.13,58.57,14984685.0
2020-07-06 05:30:00+05:30,58.7,59.57,58.0,58.63,20284442.0
2020-07-07 05:30:00+05:30,58.67,58.7,57.27,57.43,19186286.0
2020-07-08 05:30:00+05:30,57.5,59.27,57.37,57.97,25018134.0
2020-07-09 05:30:00+05:30,58.3,58.97,57.33,57.67,22957569.0
2020-07-10 05:30:00+05:30,57.63,57.7,56.93,57.43,16636512.0
2020-07-13 05:30:00+05:30,58.0,58.5,57.47,58.27,24988767.0
2020-07-14 05:30:00+05:30,57.83,58.53,57.27,57.6,23018564.0
2020-07-15 05:30:00+05:30,57.87,58.0,56.73,57.1,24799082.0
2020-07-16 05:30:00+05:30,56.97,57.03,55.0,56.17,33914748.0
2020-07-17 05:30:00+05:30,56.43,58.47,55.7,57.93,76728183.0
2020-07-20 05:30:00+05:30,57.97,59.0,57.43,58.87,30911771.0
2020-07-21 05:30:00+05:30,58.87,63.13,58.47,62.3,140857827.0
2020-07-22 05:30:00+05:30,62.37,62.8,61.0,61.33,45723081.0
2020-07-23 05:30:00+05:30,61.17,63.63,60.8,62.87,67381463.0
2020-07-24 05:30:00+05:30,62.6,63.07,61.2,61.87,33917319.0
2020-07-27 05:30:00+05:30,62.4,63.77,60.93,62.5,58708823.0
