datetime,open,high,low,close,volume
2020-01-01 05:30:00+05:30,765.3,773.25,765.3,771.15,465429.0
2020-01-02 05:30:00+05:30,773.0,780.35,764.2,775.6,867603.0
2020-01-03 05:30:00+05:30,775.9,786.5,770.0,776.9,1110452.0
2020-01-06 05:30:00+05:30,771.0,774.45,756.0,762.15,522118.0
2020-01-07 05:30:00+05:30,764.0,772.6,752.55,757.55,824059.0
2020-01-08 05:30:00+05:30,752.0,760.65,750.1,757.1,641773.0
2020-01-09 05:30:00+05:30,762.0,767.3,757.1,758.9,778130.0
2020-01-10 05:30:00+05:30,763.15,778.5,757.5,758.95,1820102.0
2020-01-13 05:30:00+05:30,756.5,763.0,740.5,748.6,2327854.0
2020-01-14 05:30:00+05:30,752.7,758.9,750.45,752.8,1213631.0
2020-01-15 05:30:00+05:30,752.0,756.8,746.7,751.05,1220738.0
2020-01-16 05:30:00+05:30,751.5,760.65,751.5,753.95,1284812.0
2020-01-17 05:30:00+05:30,753.0,770.0,751.45,766.65,1336060.0
2020-01-20 05:30:00+05:30,760.0,760.25,730.1,732.7,3214043.0
2020-01-21 05:30:00+05:30,733.0,744.25,727.25,741.15,1619921.0
2020-01-22 05:30:00+05:30,743.25,746.95,734.65,738.4,904533.0
2020-01-23 05:30:00+05:30,738.4,743.95,736.0,737.85,718365.0
2020-01-24 05:30:00+05:30,737.3,744.5,735.7,740.15,507047.0
2020-01-27 05:30:00+05:30,738.0,759.9,734.1,751.9,1492976.0
2020-01-28 05:30:00+05:30,755.0,756.7,745.1,747.4,1322275.0
2020-01-29 05:30:00+05:30,750.0,752.75,743.55,744.85,867074.0
2020-01-30 05:30:00+05:30,745.9,745.9,725.55,728.35,1153471.0
2020-01-31 05:30:00+05:30,734.0,734.7,716.0,718.25,1117946.0
2020-02-01 05:30:00+05:30,718.25,724.5,701.25,708.35,716939.0
2020-02-03 05:30:00+05:30,708.35,723.25,698.8,708.65,1106940.0
2020-02-04 05:30:00+05:30,717.65,728.85,711.0,721.6,1129876.0
2020-02-05 05:30:00+05:30,721.1,726.85,716.5,722.5,1189761.0
2020-02-06 05:30:00+05:30,731.5,738.75,706.0,721.9,5687405.0
2020-02-07 05:30:00+05:30,708.0,714.25,695.0,707.6,7357814.0
2020-02-10 05:30:00+05:30,705.95,710.0,696.3,701.95,1841499.0
2020-02-11 05:30:00+05:30,713.8,713.8,698.55,705.05,1862531.0
2020-02-12 05:30:00+05:30,708.0,712.0,698.5,703.2,2266491.0
2020-02-13 05:30:00+05:30,706.4,708.6,699.55,703.4,2356429.0
2020-02-14 05:30:00+05:30,704.5,721.45,704.5,717.65,1845960.0
2020-02-17 05:30:00+05:30,718.5,731.25,710.6,712.55,1402215.0
2020-02-18 05:30:00+05:30,710.8,710.95,694.0,706.05,1225756.0
2020-02-19 05:30:00+05:30,705.0,716.5,704.4,709.05,894396.0
2020-02-20 05:30:00+05:30,706.15,708.1,698.0,699.6,1883153.0
2020-02-24 05:30:00+05:30,695.0,697.0,669.0,672.85,1771815.0
2020-02-25 05:30:00+05:30,680.0,680.0,667.4,669.15,2838451.0
2020-02-26 05:30:00+05:30,668.1,676.0,664.55,669.8,2122196.0
2020-02-27 05:30:00+05:30,669.1,671.3,654.6,662.8,1302115.0
2020-02-28 05:30:00+05:30,656.15,659.4,635.2,640.0,2408425.0
2020-03-02 05:30:00+05:30,645.0,652.3,620.5,629.8,2408228.0
2020-03-03 05:30:00+05:30,637.0,660.55,635.3,649.6,2135990.0
2020-03-04 05:30:00+05:30,653.2,667.25,643.3,664.4,2723269.0
2020-03-05 05:30:00+05:30,668.0,686.65,666.0,676.55,2089837.0
2020-03-06 05:30:00+05:30,665.0,673.8,657.2,663.5,3466958.0
2020-03-09 05:30:00+05:30,645.0,664.55,643.5,651.15,1461377.0
2020-03-11 05:30:00+05:30,652.1,659.6,635.45,638.8,1987343.0
2020-03-12 05:30:00+05:30,629.0,629.0,583.65,593.8,4991404.0
2020-03-13 05:30:00+05:30,550.0,615.95,504.75,605.85,1820679.0
2020-03-16 05:30:00+05:30,595.85,632.85,576.0,599.0,2477918.0
2020-03-17 05:30:00+05:30,605.25,646.25,596.35,616.1,2067474.0
2020-03-18 05:30:00+05:30,626.0,637.35,605.7,612.9,2352298.0
2020-03-19 05:30:00+05:30,594.5,654.0,578.05,635.0,2680525.0
2020-03-20 05:30:00+05:30,640.7,665.1,631.25,641.95,2708797.0
2020-03-23 05:30:00+05:30,610.0,631.95,586.1,592.15,1677212.0
2020-03-24 05:30:00+05:30,586.25,628.0,585.55,592.2,1545463.0
2020-03-25 05:30:00+05:30,581.0,599.25,558.1,566.5,3016516.0
2020-03-26 05:30:00+05:30,566.5,569.1,542.4,558.65,3907931.0
2020-03-27 05:30:00+05:30,565.05,591.6,542.35,548.1,4900023.0
2020-03-30 05:30:00+05:30,551.5,573.5,535.25,560.6,2777231.0
2020-03-31 05:30:00+05:30,573.0,594.4,568.25,589.65,3151209.0
2020-04-01 05:30:00+05:30,589.85,590.8,575.45,579.05,1298954.0
2020-04-03 05:30:00+05:30,582.45,665.9,578.0,655.85,6492876.0
2020-04-07 05:30:00+05:30,690.0,738.65,670.25,700.05,8165523.0
2020-04-08 05:30:00+05:30,701.0,734.45,698.55,705.6,6927854.0
2020-04-09 05:30:00+05:30,733.4,798.0,733.4,790.15,13732508.0
2020-04-13 05:30:00+05:30,804.0,848.8,799.0,826.05,10064806.0
2020-04-15 05:30:00+05:30,847.95,854.0,791.35,810.4,7000858.0
2020-04-16 05:30:00+05:30,805.0,832.5,787.05,825.9,3963325.0
2020-04-17 05:30:00+05:30,841.0,845.0,817.6,822.25,3328245.0
2020-04-20 05:30:00+05:30,822.0,822.0,795.35,809.75,2294963.0
2020-04-21 05:30:00+05:30,795.5,845.5,792.0,812.5,5837277.0
2020-04-22 05:30:00+05:30,805.0,829.6,802.9,806.6,3630814.0
2020-04-23 05:30:00+05:30,811.0,837.3,811.0,822.35,3411980.0
2020-04-24 05:30:00+05:30,824.7,891.0,820.7,877.35,14719870.0
2020-04-27 05:30:00+05:30,899.95,906.0,875.7,896.8,6448984.0
2020-04-28 05:30:00+05:30,900.0,901.0,848.25,854.35,4121437.0
2020-04-29 05:30:00+05:30,860.0,872.7,848.75,854.4,3286033.0
2020-04-30 05:30:00+05:30,874.9,878.2,811.55,835.3,7643331.0
2020-05-04 05:30:00+05:30,826.0,865.8,815.0,841.65,5482347.0
2020-05-05 05:30:00+05:30,867.95,867.95,821.0,826.8,3485068.0
2020-05-06 05:30:00+05:30,834.95,840.65,817.05,827.2,2243112.0
2020-05-07 05:30:00+05:30,820.0,836.6,808.75,813.3,2230824.0
2020-05-08 05:30:00+05:30,820.0,839.65,817.3,835.0,2635472.0
2020-05-11 05:30:00+05:30,843.95,857.7,832.05,849.3,3945910.0
2020-05-12 05:30:00+05:30,850.0,860.6,845.0,851.85,2001947.0
2020-05-13 05:30:00+05:30,861.0,863.0,835.2,839.25,2253402.0
2020-05-14 05:30:00+05:30,840.0,866.4,828.7,863.05,3474054.0
2020-05-15 05:30:00+05:30,863.05,863.05,836.1,841.8,1984618.0
2020-05-18 05:30:00+05:30,838.0,862.95,837.35,856.85,2661406.0
2020-05-19 05:30:00+05:30,863.5,870.0,833.35,840.35,3414398.0
2020-05-20 05:30:00+05:30,844.6,878.0,841.0,873.2,3952859.0
2020-05-21 05:30:00+05:30,870.0,889.95,863.15,885.75,2666661.0
2020-05-22 05:30:00+05:30,881.0,898.0,875.35,892.75,2372917.0
2020-05-26 05:30:00+05:30,893.0,919.2,893.0,905.95,5437214.0
2020-05-27 05:30:00+05:30,906.0,909.95,888.0,894.55,2493383.0
2020-05-28 05:30:00+05:30,887.5,890.8,868.25,881.15,3226587.0
2020-05-29 05:30:00+05:30,870.0,881.8,840.5,869.8,9473916.0
2020-06-01 05:30:00+05:30,875.0,876.0,846.1,849.7,5214034.0
2020-06-02 05:30:00+05:30,853.9,873.95,851.55,871.25,4740265.0
