datetime,open,high,low,close,volume
2020-01-01 05:30:00+05:30,486.1,489.4,482.65,485.15,925007.0
2020-01-02 05:30:00+05:30,486.9,492.3,485.9,491.1,1047050.0
2020-01-03 05:30:00+05:30,491.0,493.15,482.55,486.55,613158.0
2020-01-06 05:30:00+05:30,487.3,491.0,470.7,477.9,1987548.0
2020-01-07 05:30:00+05:30,480.3,491.5,480.0,483.7,1862852.0
2020-01-08 05:30:00+05:30,480.6,490.0,475.5,487.75,910355.0
2020-01-09 05:30:00+05:30,492.5,511.9,491.3,507.3,2916567.0
2020-01-10 05:30:00+05:30,510.05,522.9,505.65,513.1,3219510.0
2020-01-13 05:30:00+05:30,515.0,518.75,511.45,515.6,975174.0
2020-01-14 05:30:00+05:30,517.2,521.75,514.0,518.8,1210947.0
2020-01-15 05:30:00+05:30,517.9,530.0,511.0,528.05,1320196.0
2020-01-16 05:30:00+05:30,530.0,533.9,521.4,527.15,1164193.0
2020-01-17 05:30:00+05:30,527.0,530.7,519.3,522.45,597719.0
2020-01-20 05:30:00+05:30,522.0,525.4,514.45,518.65,929302.0
2020-01-21 05:30:00+05:30,515.15,519.0,506.65,510.95,1430656.0
2020-01-22 05:30:00+05:30,514.5,515.0,500.3,502.7,1150991.0
2020-01-23 05:30:00+05:30,502.8,516.2,502.15,515.25,1418500.0
2020-01-24 05:30:00+05:30,517.95,524.8,511.6,522.05,1360540.0
2020-01-27 05:30:00+05:30,521.5,524.9,504.0,508.95,914230.0
2020-01-28 05:30:00+05:30,509.1,513.6,494.15,499.8,1019061.0
2020-01-29 05:30:00+05:30,499.8,512.7,499.8,505.0,623861.0
2020-01-30 05:30:00+05:30,505.0,508.9,492.1,499.2,809937.0
2020-01-31 05:30:00+05:30,499.95,503.5,487.75,490.65,700915.0
2020-02-01 05:30:00+05:30,487.9,499.75,467.35,474.8,616738.0
2020-02-03 05:30:00+05:30,473.0,496.0,472.0,488.45,953099.0
2020-02-04 05:30:00+05:30,489.0,509.0,489.0,502.3,847450.0
2020-02-05 05:30:00+05:30,498.25,518.4,497.0,508.95,1167931.0
2020-02-06 05:30:00+05:30,510.05,527.95,510.05,511.3,1540411.0
2020-02-07 05:30:00+05:30,513.9,519.85,508.65,518.0,939053.0
2020-02-10 05:30:00+05:30,515.05,519.2,483.65,499.3,6078229.0
2020-02-11 05:30:00+05:30,492.2,501.35,483.0,491.45,2916081.0
2020-02-12 05:30:00+05:30,491.45,494.4,479.25,483.25,2141454.0
2020-02-13 05:30:00+05:30,482.7,485.55,474.15,482.1,1175915.0
2020-02-14 05:30:00+05:30,484.55,496.4,484.0,485.45,1570830.0
2020-02-17 05:30:00+05:30,486.0,488.4,481.25,485.35,960652.0
2020-02-18 05:30:00+05:30,482.1,482.65,473.0,480.4,949344.0
