datetime,open,high,low,close,volume
2020-01-01 05:30:00+05:30,2739.65,2755.0,2730.0,2736.15,8229.0
2020-01-02 05:30:00+05:30,2737.05,2752.05,2710.0,2721.95,10577.0
2020-01-03 05:30:00+05:30,2721.95,2750.0,2712.0,2717.1,14038.0
2020-01-06 05:30:00+05:30,2717.1,2717.1,2658.2,2688.55,10889.0
2020-01-07 05:30:00+05:30,2676.1,2736.2,2661.5,2669.4,8925.0
2020-01-08 05:30:00+05:30,2694.25,2760.0,2670.0,2747.7,46756.0
2020-01-09 05:30:00+05:30,2759.9,2864.0,2710.5,2751.6,71278.0
2020-01-10 05:30:00+05:30,2755.0,2869.9,2752.0,2854.95,40065.0
2020-01-13 05:30:00+05:30,2874.9,3040.0,2853.55,2955.2,61138.0
2020-01-14 05:30:00+05:30,2943.0,2998.0,2921.9,2957.15,42910.0
2020-01-15 05:30:00+05:30,2957.15,2969.0,2934.45,2956.5,26211.0
2020-01-16 05:30:00+05:30,2960.0,2974.9,2820.7,2881.4,21932.0
2020-01-17 05:30:00+05:30,2866.05,2956.45,2859.4,2907.25,25493.0
2020-01-20 05:30:00+05:30,2925.0,2948.4,2899.95,2919.2,9924.0
2020-01-21 05:30:00+05:30,2944.9,2974.9,2912.0,2949.6,12687.0
2020-01-22 05:30:00+05:30,2955.0,2968.95,2917.6,2954.0,114222.0
2020-01-23 05:30:00+05:30,2955.0,3004.15,2940.0,2974.55,26022.0
2020-01-24 05:30:00+05:30,2964.0,2999.0,2956.0,2989.2,8169.0
2020-01-27 05:30:00+05:30,2960.55,2984.9,2931.0,2954.95,10068.0
2020-01-28 05:30:00+05:30,2940.0,2961.35,2902.0,2914.8,8905.0
2020-01-29 05:30:00+05:30,2930.0,2959.9,2878.05,2901.85,10059.0
2020-01-30 05:30:00+05:30,2900.45,2910.0,2813.45,2864.6,8386.0
2020-01-31 05:30:00+05:30,2890.0,2950.5,2821.0,2940.55,21990.0
2020-02-01 05:30:00+05:30,2919.9,3033.0,2905.0,2971.2,41128.0
2020-02-03 05:30:00+05:30,2953.55,3120.45,2920.0,3081.25,25660.0
2020-02-04 05:30:00+05:30,3086.25,3150.0,2980.0,2992.75,29006.0
2020-02-05 05:30:00+05:30,3020.0,3069.0,2961.0,2981.6,21506.0
2020-02-06 05:30:00+05:30,3008.0,3027.0,2890.0,2905.8,15272.0
2020-02-07 05:30:00+05:30,2909.0,2968.0,2883.0,2897.35,11801.0
2020-02-10 05:30:00+05:30,2899.25,2968.15,2880.1,2943.1,14423.0
2020-02-11 05:30:00+05:30,2972.1,2980.0,2882.3,2900.1,23284.0
2020-02-12 05:30:00+05:30,2858.1,2925.0,2858.1,2896.7,17563.0
2020-02-13 05:30:00+05:30,2896.65,2949.9,2889.05,2903.0,6186.0
2020-02-14 05:30:00+05:30,2711.0,2920.15,2711.0,2884.3,19474.0
2020-02-17 05:30:00+05:30,2885.0,2929.55,2868.0,2878.35,3936.0
2020-02-18 05:30:00+05:30,2885.8,2899.55,2855.0,2859.65,4879.0
2020-02-19 05:30:00+05:30,2866.5,2890.0,2845.0,2848.95,6125.0
2020-02-20 05:30:00+05:30,2849.1,2881.95,2800.0,2812.45,17773.0
2020-02-24 05:30:00+05:30,2810.05,2851.45,2762.05,2777.85,5483.0
2020-02-25 05:30:00+05:30,2782.35,2802.1,2768.0,2785.0,8808.0
