datetime,open,high,low,close,volume
2020-01-01 05:30:00+05:30,347.7,350.35,345.1,345.7,596315.0
2020-01-02 05:30:00+05:30,346.1,356.8,344.0,353.9,1356814.0
2020-01-03 05:30:00+05:30,354.0,358.9,347.85,352.1,2502770.0
2020-01-06 05:30:00+05:30,352.0,352.0,337.3,339.95,944180.0
2020-01-07 05:30:00+05:30,343.9,349.6,338.5,343.2,1270046.0
2020-01-08 05:30:00+05:30,340.0,343.0,338.1,340.5,703070.0
2020-01-09 05:30:00+05:30,344.3,349.35,343.5,346.8,987182.0
2020-01-10 05:30:00+05:30,348.45,354.2,345.05,346.4,1210675.0
2020-01-13 05:30:00+05:30,347.0,350.0,342.5,345.0,854751.0
2020-01-14 05:30:00+05:30,346.5,347.3,340.6,342.3,1069524.0
2020-01-15 05:30:00+05:30,342.5,346.8,337.25,345.6,1616848.0
2020-01-16 05:30:00+05:30,345.8,355.4,344.5,352.0,2113311.0
2020-01-17 05:30:00+05:30,352.05,365.2,350.2,359.95,4672170.0
2020-01-20 05:30:00+05:30,362.95,364.8,346.8,350.7,2652645.0
2020-01-21 05:30:00+05:30,349.45,355.65,345.6,351.0,1313180.0
2020-01-22 05:30:00+05:30,354.2,356.55,346.55,350.05,1520164.0
2020-01-23 05:30:00+05:30,348.0,353.5,347.0,350.9,777768.0
2020-01-24 05:30:00+05:30,349.1,356.0,349.1,350.75,1121453.0
2020-01-27 05:30:00+05:30,349.65,362.4,347.7,356.15,2693800.0
2020-01-28 05:30:00+05:30,357.9,361.3,342.8,344.9,2133106.0
2020-01-29 05:30:00+05:30,343.9,346.2,334.45,335.6,2199018.0
2020-01-30 05:30:00+05:30,336.0,336.6,317.3,319.9,2696750.0
2020-01-31 05:30:00+05:30,318.5,324.7,308.6,310.2,2637001.0
2020-02-01 05:30:00+05:30,309.7,316.3,298.15,302.05,1444300.0
2020-02-03 05:30:00+05:30,301.4,306.7,298.2,300.25,1106431.0
2020-02-04 05:30:00+05:30,301.95,315.4,300.65,314.05,1835911.0
2020-02-05 05:30:00+05:30,315.2,320.1,309.9,319.0,1625853.0
2020-02-06 05:30:00+05:30,321.4,322.9,317.05,318.95,739742.0
2020-02-07 05:30:00+05:30,318.95,329.25,318.15,326.45,1622090.0
2020-02-10 05:30:00+05:30,327.5,328.1,319.7,322.2,685963.0
2020-02-11 05:30:00+05:30,323.0,334.75,321.1,331.15,1857413.0
2020-02-12 05:30:00+05:30,331.2,334.35,323.15,325.25,1367150.0
2020-02-13 05:30:00+05:30,323.4,329.45,319.0,327.6,1134741.0
2020-02-14 05:30:00+05:30,329.55,337.3,328.0,333.8,2220290.0
2020-02-17 05:30:00+05:30,342.0,346.45,305.4,310.4,8581110.0
2020-02-18 05:30:00+05:30,312.3,314.0,303.15,311.95,2593163.0
2020-02-19 05:30:00+05:30,313.3,320.0,313.3,318.1,1742796.0
2020-02-20 05:30:00+05:30,318.1,325.95,317.7,321.55,1529171.0
2020-02-24 05:30:00+05:30,318.0,318.0,299.85,300.9,2466283.0
2020-02-25 05:30:00+05:30,303.0,307.75,290.75,292.1,3741696.0
2020-02-26 05:30:00+05:30,297.0,303.9,294.0,295.9,4896790.0
2020-02-27 05:30:00+05:30,297.5,300.1,288.85,293.75,2441594.0
2020-02-28 05:30:00+05:30,285.95,292.6,275.0,277.55,2591081.0
2020-03-02 05:30:00+05:30,279.5,287.5,271.9,273.8,1503003.0
2020-03-03 05:30:00+05:30,275.05,286.6,273.45,282.3,1757918.0
2020-03-04 05:30:00+05:30,284.8,292.2,280.65,289.25,2796184.0
2020-03-05 05:30:00+05:30,291.4,294.9,286.85,290.6,1745178.0
2020-03-06 05:30:00+05:30,278.0,281.95,274.7,279.3,1441326.0
2020-03-09 05:30:00+05:30,270.15,274.5,263.55,265.95,1272942.0
2020-03-11 05:30:00+05:30,266.0,274.0,256.5,258.9,1327168.0
2020-03-12 05:30:00+05:30,249.95,250.0,196.2,199.2,8286752.0
2020-03-13 05:30:00+05:30,181.0,217.3,161.65,209.6,6749494.0
2020-03-16 05:30:00+05:30,203.0,245.0,195.0,217.8,7255086.0
2020-03-17 05:30:00+05:30,217.9,224.0,205.0,206.5,3615778.0
2020-03-18 05:30:00+05:30,211.7,220.75,195.0,198.7,4452514.0
2020-03-19 05:30:00+05:30,196.1,211.0,185.35,204.95,2977906.0
2020-03-20 05:30:00+05:30,207.25,218.85,204.1,211.7,4262062.0
2020-03-23 05:30:00+05:30,196.0,207.95,184.45,188.1,1570780.0
2020-03-24 05:30:00+05:30,204.0,204.95,188.0,190.6,2270296.0
2020-03-25 05:30:00+05:30,190.0,196.8,187.35,191.55,1812622.0
2020-03-26 05:30:00+05:30,195.0,216.35,192.0,208.2,2970736.0
2020-03-27 05:30:00+05:30,210.75,216.2,197.05,199.15,2312550.0
2020-03-30 05:30:00+05:30,197.0,199.55,190.0,195.75,1365568.0
2020-03-31 05:30:00+05:30,199.0,208.0,197.0,205.85,1545954.0
2020-04-01 05:30:00+05:30,206.1,213.7,200.5,203.85,2367599.0
2020-04-03 05:30:00+05:30,201.55,219.5,195.8,213.05,4511917.0
2020-04-07 05:30:00+05:30,233.0,233.75,217.0,227.95,4749554.0
